location,date,humidity
18,2022-09-04,98.3
18,2022-09-05,99.9
18,2022-09-06,96.0
18,2022-09-07,99.1
18,2022-09-08,94.5
18,2022-09-09,91.8
18,2022-09-10,92.6
18,2022-09-11,93.0
18,2022-09-12,99.9
18,2022-09-13,76.1
18,2022-09-14,82.3
18,2022-09-15,80.9
18,2022-09-16,99.9
18,2022-09-17,99.9
18,2022-09-18,99.9
18,2022-09-19,99.9
18,2022-09-20,85.3
18,2022-09-21,96.4
18,2022-09-22,72.1
18,2022-09-23,80.4
18,2022-09-24,77.3
18,2022-09-25,75.4
18,2022-09-26,82.5
18,2022-09-27,87.4
18,2022-09-28,97.0
18,2022-09-29,96.5
18,2022-09-30,99.9
33,2022-09-19,99.7
33,2022-09-20,99.9
33,2022-09-21,99.9
33,2022-09-22,97.3
33,2022-09-23,98.4
33,2022-09-24,98.3
33,2022-09-25,97.8
33,2022-09-26,99.9
33,2022-09-27,99.8
33,2022-09-28,98.7
33,2022-09-29,96.0
33,2022-09-30,98.3
35,2022-09-01,99.9
35,2022-09-02,99.9
35,2022-09-03,99.9
35,2022-09-04,99.9
35,2022-09-05,99.9
35,2022-09-06,99.9
35,2022-09-07,99.9
35,2022-09-08,99.9
35,2022-09-09,99.9
35,2022-09-10,99.9
35,2022-09-11,99.9
35,2022-09-12,99.9
35,2022-09-13,99.9
35,2022-09-14,99.9
35,2022-09-15,99.9
35,2022-09-16,99.9
35,2022-09-17,99.9
35,2022-09-18,99.9
35,2022-09-19,99.9
35,2022-09-20,99.9
35,2022-09-21,99.9
35,2022-09-22,99.9
35,2022-09-23,99.9
35,2022-09-24,99.9
35,2022-09-25,99.9
35,2022-09-26,99.9
35,2022-09-27,99.9
35,2022-09-28,99.9
35,2022-09-29,99.9
35,2022-09-30,99.9
67,2022-09-06,77.7
67,2022-09-07,81.5
67,2022-09-08,72.3
67,2022-09-09,67.5
67,2022-09-10,65.0
67,2022-09-11,66.1
67,2022-09-19,53.8
76,2022-09-02,99.9
76,2022-09-03,99.9
77,2022-09-15,98.4
77,2022-09-16,96.9
77,2022-09-17,98.0
77,2022-09-18,95.9
77,2022-09-19,96.3
77,2022-09-20,99.9
77,2022-09-21,97.1
78,2022-09-06,77.1
78,2022-09-07,80.7
78,2022-09-08,71.8
78,2022-09-09,67.0
78,2022-09-10,65.0
78,2022-09-11,65.8
78,2022-09-12,76.1
78,2022-09-13,62.7
78,2022-09-14,62.8
78,2022-09-15,66.4
78,2022-09-16,95.8
78,2022-09-17,96.4
78,2022-09-18,63.0
78,2022-09-19,84.4
78,2022-09-20,77.7
78,2022-09-21,66.2
78,2022-09-22,63.0
78,2022-09-23,64.9
78,2022-09-24,60.7
78,2022-09-25,60.5
78,2022-09-26,68.8
78,2022-09-27,72.3
78,2022-09-28,60.1
78,2022-09-29,62.3
78,2022-09-30,68.4
3573,2022-09-01,96.9
3573,2022-09-02,98.3
3573,2022-09-03,98.5
3573,2022-09-04,99.9
3573,2022-09-05,99.9
3573,2022-09-06,99.9
3573,2022-09-07,99.9
3573,2022-09-08,99.9
3573,2022-09-09,98.8
3573,2022-09-10,99.9
3573,2022-09-11,99.9
3573,2022-09-12,99.9
3573,2022-09-13,99.9
3573,2022-09-14,97.6
3573,2022-09-15,99.9
3573,2022-09-16,99.9
3573,2022-09-17,99.9
3573,2022-09-18,99.9
3573,2022-09-19,99.9
3573,2022-09-20,99.9
3573,2022-09-21,99.9
3573,2022-09-22,99.9
3573,2022-09-23,98.1
3573,2022-09-24,99.9
3573,2022-09-25,99.9
3573,2022-09-26,99.9
3573,2022-09-27,99.8
3573,2022-09-28,99.9
3573,2022-09-29,99.9
3573,2022-09-30,99.9
3576,2022-09-01,93.6
3576,2022-09-02,66.5
3576,2022-09-03,85.4
3576,2022-09-05,94.5
3576,2022-09-06,98.3
3576,2022-09-07,84.8
3576,2022-09-08,76.2
3576,2022-09-09,72.2
3576,2022-09-10,68.3
3576,2022-09-12,78.8
3576,2022-09-14,61.0
3576,2022-09-15,90.7
3576,2022-09-16,81.5
3576,2022-09-17,97.0
3576,2022-09-18,66.7
3576,2022-09-19,66.8
3576,2022-09-20,70.3
3576,2022-09-21,63.8
3576,2022-09-22,59.2
3576,2022-09-23,57.7
3576,2022-09-24,67.9
3576,2022-09-25,66.5
3576,2022-09-26,59.8
3576,2022-09-27,59.7
3576,2022-09-28,56.5
3576,2022-09-29,54.2
3576,2022-09-30,58.0
3579,2022-09-19,71.0
3579,2022-09-20,66.1
3580,2022-09-20,79.7
3580,2022-09-21,81.3
3580,2022-09-22,81.1
3580,2022-09-23,74.1
3580,2022-09-24,80.1
3580,2022-09-25,80.8
3580,2022-09-26,80.7
3580,2022-09-27,77.9
3580,2022-09-28,80.3
3580,2022-09-29,77.7
3580,2022-09-30,77.9
35,2023-09-01,77.0
35,2023-09-02,72.2
35,2023-09-03,70.3
35,2023-09-04,68.8
35,2023-09-05,67.7
35,2023-09-06,69.8
35,2023-09-07,77.2
35,2023-09-08,79.7
35,2023-09-09,85.3
35,2023-09-10,75.3
35,2023-09-11,72.4
35,2023-09-12,76.9
35,2023-09-13,78.4
35,2023-09-14,75.2
35,2023-09-15,72.3
35,2023-09-16,69.6
35,2023-09-17,72.4
35,2023-09-18,70.5
35,2023-09-19,65.0
35,2023-09-20,73.0
35,2023-09-21,77.0
35,2023-09-22,77.4
35,2023-09-23,75.4
35,2023-09-24,74.2
35,2023-09-25,71.3
35,2023-09-26,73.0
35,2023-09-27,75.4
76,2023-09-01,90.6
76,2023-09-02,89.7
76,2023-09-03,81.6
76,2023-09-05,79.4
76,2023-09-06,66.5
76,2023-09-07,78.9
76,2023-09-08,79.7
76,2023-09-10,81.1
76,2023-09-12,85.5
76,2023-09-13,78.0
76,2023-09-14,72.5
76,2023-09-16,77.5
76,2023-09-17,73.1
76,2023-09-18,83.1
76,2023-09-19,73.8
76,2023-09-20,77.5
76,2023-09-21,83.8
76,2023-09-22,76.7
76,2023-09-23,79.4
76,2023-09-24,77.3
76,2023-09-26,82.6
76,2023-09-27,78.6
3573,2023-09-01,99.9
3573,2023-09-02,99.9
3573,2023-09-03,99.9
3573,2023-09-04,99.9
3573,2023-09-05,99.9
3573,2023-09-07,99.9
3573,2023-09-08,99.9
3573,2023-09-09,99.9
3573,2023-09-10,99.9
3573,2023-09-11,99.9
3573,2023-09-12,99.9
3573,2023-09-13,99.9
3573,2023-09-14,99.9
3573,2023-09-15,99.9
3573,2023-09-16,99.9
3573,2023-09-17,99.9
3573,2023-09-18,99.9
3573,2023-09-19,99.9
3573,2023-09-20,99.9
3573,2023-09-21,99.9
3573,2023-09-22,99.9
3573,2023-09-23,99.9
3573,2023-09-24,99.9
3573,2023-09-25,99.9
3573,2023-09-26,99.9
3573,2023-09-27,99.9
3576,2023-09-02,92.2
3576,2023-09-04,74.5
3576,2023-09-05,90.9
3576,2023-09-06,92.4
3576,2023-09-07,95.1
3576,2023-09-08,96.5
3576,2023-09-09,97.4
3576,2023-09-11,91.9
3576,2023-09-12,99.9
3576,2023-09-13,94.6
3576,2023-09-14,73.7
3576,2023-09-15,87.7
3576,2023-09-16,93.5
3576,2023-09-17,91.4
3576,2023-09-18,87.6
3576,2023-09-19,92.3
3576,2023-09-20,83.6
3576,2023-09-21,86.5
3576,2023-09-22,86.0
3576,2023-09-23,91.2
3576,2023-09-25,93.0
3576,2023-09-26,84.2
3576,2023-09-27,85.2
3579,2023-09-11,99.9
3579,2023-09-12,99.9
3596,2023-09-05,78.0
3596,2023-09-06,73.7
3596,2023-09-07,70.6
3596,2023-09-12,91.2
3596,2023-09-14,65.4
3596,2023-09-16,94.6
3596,2023-09-17,88.5
3596,2023-09-19,90.3
3596,2023-09-20,99.4
3596,2023-09-21,75.2
3596,2023-09-22,83.4
3596,2023-09-23,85.2
3596,2023-09-25,78.4
3596,2023-09-26,82.2
3596,2023-09-27,94.7
3612,2023-09-02,70.1
3612,2023-09-03,73.5
3612,2023-09-04,74.0
3612,2023-09-05,75.9
3612,2023-09-06,77.3
3612,2023-09-07,80.5
3612,2023-09-08,83.9
3612,2023-09-09,84.3
3612,2023-09-10,73.0
3612,2023-09-11,76.7
3612,2023-09-12,83.2
3612,2023-09-13,82.9
3612,2023-09-14,77.0
3612,2023-09-15,75.3
3612,2023-09-16,74.4
3612,2023-09-19,70.2
3612,2023-09-20,77.2
3612,2023-09-21,80.5
3612,2023-09-22,74.4
3612,2023-09-23,80.0
3612,2023-09-24,77.5
3612,2023-09-25,77.8
3612,2023-09-26,74.9
3612,2023-09-27,78.4
