location,date,temperature
27,2020-02-18,47.4
27,2020-02-19,46.5
27,2020-02-20,47.9
27,2020-02-21,47.5
27,2020-02-22,44.7
27,2020-02-23,44.1
27,2020-02-24,26.0
27,2020-02-27,40.8
27,2020-02-28,43.4
27,2020-02-29,36.9
35,2020-02-01,24.2
35,2020-02-02,24.4
35,2020-02-04,20.2
35,2020-02-05,26.0
35,2020-02-06,17.6
35,2020-02-07,27.8
35,2020-02-09,19.5
35,2020-02-10,18.0
35,2020-02-14,24.5
35,2020-02-15,25.3
35,2020-02-16,23.3
35,2020-02-17,27.2
35,2020-02-21,28.9
35,2020-02-22,28.4
35,2020-02-23,26.9
35,2020-02-25,28.7
35,2020-02-26,29.1
35,2020-02-27,26.4
35,2020-02-28,27.2
35,2020-02-29,28.8
37,2020-02-01,29.0985107421875
37,2020-02-02,28.99932861328125
37,2020-02-03,29.39910888671875
37,2020-02-04,28.49884033203125
37,2020-02-05,27.79998779296875
37,2020-02-06,27.899169921875
37,2020-02-07,28.399658203125
37,2020-02-08,26.59912109375
37,2020-02-09,26.79901123046875
37,2020-02-10,29.49981689453125
37,2020-02-11,30.999755859375
37,2020-02-12,31.3995361328125
37,2020-02-13,27.19879150390625
37,2020-02-14,25.799560546875
37,2020-02-15,25.6988525390625
37,2020-02-16,25.0
37,2020-02-17,26.89971923828125
37,2020-02-18,26.89971923828125
37,2020-02-19,27.19879150390625
37,2020-02-20,31.19964599609375
37,2020-02-21,29.49981689453125
37,2020-02-22,27.9998779296875
37,2020-02-23,26.59912109375
37,2020-02-24,26.79901123046875
37,2020-02-25,30.19866943359375
37,2020-02-26,28.69873046875
37,2020-02-27,28.399658203125
37,2020-02-28,29.49981689453125
37,2020-02-29,32.39898681640625
41,2020-02-08,23.7
41,2020-02-09,23.7
41,2020-02-10,23.2
41,2020-02-11,26.5
41,2020-02-12,23.8
41,2020-02-13,24.5
41,2020-02-14,22.4
41,2020-02-15,24.6
41,2020-02-16,24.2
41,2020-02-17,23.8
41,2020-02-18,24.9
41,2020-02-19,24.4
41,2020-02-20,24.9
41,2020-02-21,26.2
41,2020-02-22,26.1
41,2020-02-23,24.9
41,2020-02-24,25.1
41,2020-02-25,24.3
41,2020-02-26,25.5
41,2020-02-27,22.8
41,2020-02-28,22.2
41,2020-02-29,27.2
59,2020-02-11,21.8
59,2020-02-12,29.1
59,2020-02-13,27.7
59,2020-02-14,25.8
59,2020-02-15,26.1
59,2020-02-16,25.5
59,2020-02-17,27.4
59,2020-02-18,27.6
59,2020-02-19,28.3
59,2020-02-20,29.4
59,2020-02-21,29.6
59,2020-02-22,29.0
59,2020-02-23,27.0
59,2020-02-24,27.4
59,2020-02-25,31.6
59,2020-02-26,29.1
59,2020-02-27,28.0
59,2020-02-28,27.7
59,2020-02-29,31.4
60,2020-02-28,25.8
61,2020-02-28,99.99847412109376
61,2020-02-29,26.79901123046875
67,2020-02-01,28.8
67,2020-02-02,28.1
67,2020-02-03,28.2
67,2020-02-04,27.1
67,2020-02-05,27.2
67,2020-02-06,27.4
67,2020-02-07,28.0
67,2020-02-08,27.3
67,2020-02-09,27.0
67,2020-02-10,28.7
67,2020-02-11,30.2
67,2020-02-12,30.1
67,2020-02-13,28.7
67,2020-02-14,27.0
67,2020-02-15,26.9
67,2020-02-16,26.1
67,2020-02-17,28.2
67,2020-02-18,28.3
67,2020-02-19,29.3
67,2020-02-20,29.9
67,2020-02-21,29.8
67,2020-02-22,29.5
67,2020-02-24,28.0
67,2020-02-25,30.9
67,2020-02-26,29.3
67,2020-02-27,28.4
67,2020-02-28,28.1
67,2020-02-29,31.2
70,2020-02-09,30.7
70,2020-02-10,32.3
70,2020-02-11,33.1
70,2020-02-12,33.0
70,2020-02-13,32.0
70,2020-02-14,31.1
70,2020-02-15,30.5
70,2020-02-16,28.2
70,2020-02-17,31.3
70,2020-02-18,31.1
70,2020-02-19,31.5
70,2020-02-20,32.5
70,2020-02-21,33.3
70,2020-02-22,31.7
70,2020-02-23,31.5
70,2020-02-24,31.6
70,2020-02-25,33.1
70,2020-02-26,32.6
70,2020-02-27,30.5
70,2020-02-28,31.3
70,2020-02-29,30.8
72,2020-02-01,26.8
72,2020-02-02,36.3
72,2020-02-03,43.4
72,2020-02-04,34.6
72,2020-02-05,39.5
72,2020-02-06,39.9
72,2020-02-07,41.0
72,2020-02-08,36.6
72,2020-02-09,40.6
72,2020-02-10,46.0
72,2020-02-11,44.8
72,2020-02-12,45.9
72,2020-02-13,40.7
72,2020-02-14,27.7
72,2020-02-15,32.3
72,2020-02-17,20.9
72,2020-02-18,28.4
72,2020-02-19,36.5
72,2020-02-20,44.8
72,2020-02-29,22.4
7,2021-02-23,34.9
33,2021-02-01,24.1
33,2021-02-02,26.1
33,2021-02-03,25.9
33,2021-02-04,26.8
33,2021-02-05,27.0
33,2021-02-06,25.7
33,2021-02-07,23.6
33,2021-02-08,20.1
33,2021-02-09,22.8
33,2021-02-10,22.8
33,2021-02-11,22.9
33,2021-02-12,24.1
33,2021-02-13,22.6
33,2021-02-14,23.6
33,2021-02-15,23.3
33,2021-02-16,25.8
33,2021-02-17,24.6
33,2021-02-18,19.8
33,2021-02-19,26.2
33,2021-02-20,27.3
33,2021-02-21,26.8
33,2021-02-22,24.6
33,2021-02-23,24.7
33,2021-02-24,25.6
33,2021-02-25,25.5
33,2021-02-26,25.8
33,2021-02-27,26.9
33,2021-02-28,26.9
60,2021-02-16,25.8
60,2021-02-17,29.6
60,2021-02-18,27.5
60,2021-02-19,28.0
76,2021-02-15,26.9
76,2021-02-16,28.6
77,2021-02-01,26.1
77,2021-02-02,27.4
77,2021-02-03,27.2
77,2021-02-04,27.9
77,2021-02-05,28.1
77,2021-02-06,28.4
77,2021-02-07,26.3
77,2021-02-08,21.0
77,2021-02-09,25.4
77,2021-02-10,24.4
77,2021-02-11,24.2
77,2021-02-12,25.8
77,2021-02-13,23.0
77,2021-02-14,25.2
77,2021-02-15,26.5
77,2021-02-16,27.3
77,2021-02-17,28.0
77,2021-02-18,27.7
77,2021-02-19,29.5
77,2021-02-20,28.6
77,2021-02-21,29.4
77,2021-02-22,26.3
77,2021-02-23,27.9
77,2021-02-24,26.2
77,2021-02-25,28.4
77,2021-02-26,29.6
77,2021-02-27,32.2
77,2021-02-28,31.2
3505,2021-02-23,26.8
3505,2021-02-24,31.9
3505,2021-02-25,34.1
3505,2021-02-26,36.4
3505,2021-02-27,38.0
3505,2021-02-28,36.0
18,2022-02-01,27.5
18,2022-02-02,28.0
18,2022-02-03,26.8
18,2022-02-04,27.4
18,2022-02-05,28.5
18,2022-02-06,29.6
18,2022-02-07,27.8
18,2022-02-08,22.9
18,2022-02-09,29.3
18,2022-02-10,29.8
18,2022-02-11,30.0
18,2022-02-12,28.5
18,2022-02-13,29.8
18,2022-02-14,30.1
18,2022-02-15,30.3
18,2022-02-16,31.7
18,2022-02-17,33.2
18,2022-02-18,29.9
18,2022-02-19,31.5
18,2022-02-20,31.9
18,2022-02-21,28.9
18,2022-02-22,28.1
18,2022-02-23,27.2
18,2022-02-24,25.7
18,2022-02-25,27.4
18,2022-02-26,31.8
18,2022-02-27,32.8
18,2022-02-28,32.8
33,2022-02-01,25.2
33,2022-02-02,25.0
33,2022-02-03,22.7
33,2022-02-04,26.0
33,2022-02-05,27.3
33,2022-02-06,26.9
33,2022-02-07,24.8
33,2022-02-24,22.3
33,2022-02-25,24.2
33,2022-02-26,26.8
33,2022-02-27,26.4
33,2022-02-28,25.9
35,2022-02-01,29.1
35,2022-02-02,28.8
35,2022-02-03,26.6
35,2022-02-04,29.0
35,2022-02-05,32.0
35,2022-02-06,29.8
35,2022-02-07,26.6
35,2022-02-08,27.4
35,2022-02-09,28.8
35,2022-02-10,30.9
35,2022-02-11,32.1
35,2022-02-12,30.6
35,2022-02-13,32.0
35,2022-02-14,31.8
35,2022-02-15,28.3
35,2022-02-16,32.0
35,2022-02-17,33.7
35,2022-02-18,30.3
35,2022-02-19,31.3
35,2022-02-20,31.1
35,2022-02-21,30.0
35,2022-02-22,28.3
35,2022-02-23,27.7
35,2022-02-24,24.0
35,2022-02-25,27.2
35,2022-02-26,30.3
35,2022-02-27,31.5
35,2022-02-28,31.7
37,2022-02-01,27.0
37,2022-02-02,27.0
37,2022-02-03,26.0
37,2022-02-04,27.0
37,2022-02-05,28.0
37,2022-02-06,29.0
37,2022-02-07,27.0
37,2022-02-08,28.0
37,2022-02-09,28.0
37,2022-02-10,65535.0
37,2022-02-11,29.0
37,2022-02-12,28.0
37,2022-02-13,29.0
37,2022-02-14,27.0
37,2022-02-15,29.0
37,2022-02-16,30.0
37,2022-02-17,31.0
37,2022-02-18,65535.0
37,2022-02-19,29.0
37,2022-02-20,29.0
37,2022-02-21,27.0
37,2022-02-22,26.0
37,2022-02-23,26.0
37,2022-02-24,25.0
37,2022-02-25,26.0
37,2022-02-26,28.0
37,2022-02-27,30.0
37,2022-02-28,30.0
7,2023-02-01,28.0
7,2023-02-02,65535.0
7,2023-02-03,29.0
7,2023-02-04,29.0
7,2023-02-05,29.0
7,2023-02-06,29.0
7,2023-02-07,29.0
7,2023-02-08,28.0
7,2023-02-09,28.0
7,2023-02-10,28.0
7,2023-02-11,28.0
7,2023-02-12,28.0
7,2023-02-13,28.0
7,2023-02-14,28.0
7,2023-02-15,28.0
7,2023-02-16,28.0
7,2023-02-17,29.0
7,2023-02-18,28.0
7,2023-02-19,28.0
7,2023-02-20,28.0
7,2023-02-21,28.0
7,2023-02-22,65535.0
7,2023-02-23,28.0
7,2023-02-24,28.0
7,2023-02-25,28.0
7,2023-02-26,28.0
7,2023-02-27,65535.0
7,2023-02-28,65535.0
33,2023-02-01,28.1
33,2023-02-02,27.7
33,2023-02-03,27.0
33,2023-02-04,28.3
33,2023-02-05,28.5
33,2023-02-06,28.1
33,2023-02-07,27.6
33,2023-02-08,29.0
33,2023-02-09,26.3
33,2023-02-10,27.2
33,2023-02-11,27.1
33,2023-02-12,25.8
33,2023-02-13,28.3
33,2023-02-14,31.1
33,2023-02-15,28.5
33,2023-02-16,26.8
33,2023-02-17,26.1
33,2023-02-18,24.5
33,2023-02-19,25.7
33,2023-02-20,25.8
33,2023-02-21,26.1
33,2023-02-22,26.8
33,2023-02-23,26.8
33,2023-02-24,27.2
33,2023-02-25,26.4
33,2023-02-26,25.9
33,2023-02-27,25.0
33,2023-02-28,25.0
3573,2023-02-20,34.0
3573,2023-02-21,34.7
3573,2023-02-22,33.9
3573,2023-02-23,35.1
3573,2023-02-24,35.8
3573,2023-02-25,33.2
3573,2023-02-26,34.4
3573,2023-02-27,29.4
3573,2023-02-28,31.6
3576,2023-02-01,41.7
3576,2023-02-02,39.8
3576,2023-02-03,26.2
3576,2023-02-04,39.1
3576,2023-02-05,38.3
3576,2023-02-06,40.4
3576,2023-02-07,38.2
3576,2023-02-08,37.8
3576,2023-02-09,39.1
3576,2023-02-10,38.7
3576,2023-02-11,37.2
3576,2023-02-12,38.2
3576,2023-02-13,32.2
3576,2023-02-15,38.8
3576,2023-02-16,38.9
3576,2023-02-17,38.7
3576,2023-02-18,37.3
3576,2023-02-19,37.7
3576,2023-02-20,38.7
3576,2023-02-21,38.5
3576,2023-02-22,38.2
3576,2023-02-23,39.1
3576,2023-02-24,34.0
3576,2023-02-25,38.1
3576,2023-02-26,38.6
3576,2023-02-27,35.9
3576,2023-02-28,33.3
3579,2023-02-05,31.3
3579,2023-02-06,19.0
3596,2023-02-23,33.2
3596,2023-02-24,33.9
3596,2023-02-25,33.8
3596,2023-02-26,33.2
3596,2023-02-27,31.3
3596,2023-02-28,30.5
7,2024-02-02,25.1
35,2024-02-01,29.9
35,2024-02-02,29.8
35,2024-02-03,30.6
35,2024-02-04,29.6
35,2024-02-05,30.0
35,2024-02-06,31.6
35,2024-02-07,30.0
35,2024-02-08,30.2
35,2024-02-09,30.3
35,2024-02-12,31.0
35,2024-02-13,32.0
35,2024-02-14,31.4
35,2024-02-15,32.5
35,2024-02-16,31.2
35,2024-02-17,31.7
35,2024-02-18,34.0
35,2024-02-19,34.1
35,2024-02-20,32.7
35,2024-02-21,31.5
35,2024-02-22,30.8
35,2024-02-23,27.3
35,2024-02-24,24.8
35,2024-02-25,29.3
35,2024-02-26,32.1
35,2024-02-27,30.2
35,2024-02-28,29.2
35,2024-02-29,30.0
37,2024-02-14,32.7
37,2024-02-15,35.7
37,2024-02-16,33.0
76,2024-02-02,23.3
76,2024-02-10,18.6
76,2024-02-19,34.3
76,2024-02-20,33.4
76,2024-02-21,30.9
76,2024-02-22,32.7
76,2024-02-23,21.4
76,2024-02-24,25.4
76,2024-02-25,31.1
76,2024-02-26,35.8
76,2024-02-27,35.8
76,2024-02-28,33.7
76,2024-02-29,33.5
3573,2024-02-01,31.6
3573,2024-02-02,33.0
3573,2024-02-03,34.4
3573,2024-02-04,32.1
3573,2024-02-05,32.7
3573,2024-02-06,34.4
3573,2024-02-07,34.2
3573,2024-02-08,31.3
3573,2024-02-09,35.1
3573,2024-02-10,31.9
3573,2024-02-11,32.8
3573,2024-02-12,33.9
3573,2024-02-13,33.9
3573,2024-02-14,33.4
3573,2024-02-15,36.3
3573,2024-02-20,37.4
3573,2024-02-21,35.2
3573,2024-02-22,33.3
3573,2024-02-23,29.7
3573,2024-02-24,26.6
3573,2024-02-25,31.5
3573,2024-02-26,37.2
3573,2024-02-27,34.2
3573,2024-02-28,35.2
3573,2024-02-29,33.5
3580,2024-02-05,28.8
3580,2024-02-08,25.9
3596,2024-02-15,31.7
3612,2024-02-01,33.7
3612,2024-02-02,31.0
3612,2024-02-03,33.8
3612,2024-02-04,27.3
3612,2024-02-05,32.9
3612,2024-02-06,33.6
3612,2024-02-07,24.3
3612,2024-02-08,30.0
3612,2024-02-09,30.8
3612,2024-02-10,31.3
3612,2024-02-11,30.5
3612,2024-02-12,32.3
3612,2024-02-13,32.9
3612,2024-02-14,32.3
3612,2024-02-15,33.6
3612,2024-02-16,22.1
3612,2024-02-17,29.5
3612,2024-02-18,33.3
3612,2024-02-19,33.3
3612,2024-02-20,32.0
3612,2024-02-21,30.2
3612,2024-02-25,27.3
3612,2024-02-26,30.5
3612,2024-02-27,20.4
3612,2024-02-28,28.0
3612,2024-02-29,28.8
3626,2024-02-01,28.5
3626,2024-02-02,30.2
3626,2024-02-03,30.9
3626,2024-02-04,29.3
3626,2024-02-05,29.3
3626,2024-02-06,30.4
3626,2024-02-07,29.2
3626,2024-02-08,28.7
3626,2024-02-09,30.2
3626,2024-02-10,25.4
3626,2024-02-14,29.9
3626,2024-02-15,31.6
3626,2024-02-16,29.8
3626,2024-02-17,30.3
3626,2024-02-18,34.5
3626,2024-02-19,34.6
3626,2024-02-20,32.0
3626,2024-02-21,30.6
3626,2024-02-22,28.7
3626,2024-02-23,27.0
3626,2024-02-24,25.4
3626,2024-02-25,30.6
3626,2024-02-26,35.0
3626,2024-02-27,34.2
3626,2024-02-28,33.2
3626,2024-02-29,31.3
7,2020-01-01,35.2
7,2020-01-02,31.8
7,2020-01-03,32.8
7,2020-01-04,31.5
7,2020-01-05,34.8
7,2020-01-06,31.9
7,2020-01-07,30.7
7,2020-01-08,30.7
7,2020-01-09,29.8
7,2020-01-10,30.6
7,2020-01-11,34.2
7,2020-01-12,33.7
7,2020-01-13,30.7
7,2020-01-14,31.9
7,2020-01-15,30.7
7,2020-01-16,30.4
7,2020-01-17,30.9
7,2020-01-18,32.8
7,2020-01-19,33.8
7,2020-01-20,32.5
7,2020-01-21,31.4
7,2020-01-22,30.7
7,2020-01-23,26.4
7,2020-01-24,28.4
7,2020-01-25,28.2
7,2020-01-26,27.3
7,2020-01-27,28.2
7,2020-01-28,27.3
7,2020-01-29,26.3
7,2020-01-30,27.3
7,2020-01-31,27.7
16,2020-01-10,20.9
27,2020-01-01,47.5
27,2020-01-02,46.9
27,2020-01-03,42.8
27,2020-01-04,43.7
27,2020-01-05,48.0
27,2020-01-06,47.9
27,2020-01-07,37.3
27,2020-01-08,24.7
27,2020-01-12,17.2
27,2020-01-13,42.0
27,2020-01-14,39.9
27,2020-01-15,43.9
27,2020-01-16,43.3
27,2020-01-17,37.9
27,2020-01-18,38.6
27,2020-01-19,42.4
27,2020-01-20,45.8
27,2020-01-21,45.1
27,2020-01-22,42.1
27,2020-01-23,41.2
27,2020-01-24,30.6
27,2020-01-25,39.1
27,2020-01-26,34.1
27,2020-01-27,36.2
27,2020-01-28,35.9
27,2020-01-29,43.2
27,2020-01-30,41.3
27,2020-01-31,43.3
35,2020-01-05,25.3
35,2020-01-06,27.6
35,2020-01-07,23.3
35,2020-01-08,22.4
35,2020-01-09,25.2
35,2020-01-10,27.4
35,2020-01-11,27.5
35,2020-01-12,25.7
35,2020-01-15,17.7
35,2020-01-17,25.4
35,2020-01-18,25.1
35,2020-01-19,26.6
35,2020-01-20,28.8
35,2020-01-21,28.1
35,2020-01-22,27.8
35,2020-01-23,21.7
35,2020-01-24,22.8
35,2020-01-25,24.5
35,2020-01-26,21.8
35,2020-01-27,22.9
35,2020-01-28,18.6
35,2020-01-29,25.0
35,2020-01-30,24.4
35,2020-01-31,25.6
37,2020-01-01,28.19976806640625
37,2020-01-02,27.9998779296875
37,2020-01-03,28.09906005859375
37,2020-01-04,27.899169921875
37,2020-01-05,29.39910888671875
37,2020-01-06,29.69970703125
37,2020-01-07,27.9998779296875
37,2020-01-08,26.39923095703125
37,2020-01-09,27.69927978515625
37,2020-01-10,29.19921875
37,2020-01-11,29.89959716796875
37,2020-01-12,30.69915771484375
37,2020-01-13,28.99932861328125
37,2020-01-14,28.2989501953125
37,2020-01-15,28.69873046875
37,2020-01-16,28.2989501953125
37,2020-01-17,28.7994384765625
37,2020-01-18,29.49981689453125
37,2020-01-19,29.5989990234375
37,2020-01-20,29.89959716796875
37,2020-01-21,29.998779296875
37,2020-01-22,30.0994873046875
37,2020-01-23,28.19976806640625
37,2020-01-24,27.69927978515625
37,2020-01-25,27.899169921875
37,2020-01-26,26.49993896484375
37,2020-01-27,26.0986328125
37,2020-01-28,25.99945068359375
37,2020-01-29,28.69873046875
37,2020-01-30,28.69873046875
37,2020-01-31,29.79888916015625
41,2020-01-01,22.5
41,2020-01-02,22.2
41,2020-01-03,23.2
41,2020-01-04,23.4
41,2020-01-05,24.8
41,2020-01-06,23.1
41,2020-01-07,21.9
41,2020-01-08,22.2
41,2020-01-09,20.1
41,2020-01-10,22.3
41,2020-01-11,24.2
41,2020-01-12,23.3
41,2020-01-13,21.7
41,2020-01-14,21.4
41,2020-01-15,21.8
41,2020-01-16,22.5
41,2020-01-17,23.1
41,2020-01-18,24.1
41,2020-01-19,24.5
41,2020-01-20,20.5
41,2020-01-22,26.1
41,2020-01-23,22.8
41,2020-01-24,23.8
41,2020-01-25,26.0
41,2020-01-26,25.4
41,2020-01-27,21.8
41,2020-01-28,23.6
61,2020-01-01,38.09967041015625
61,2020-01-02,37.3992919921875
61,2020-01-03,37.5
61,2020-01-04,36.39984130859375
61,2020-01-05,40.09857177734375
61,2020-01-06,40.399169921875
61,2020-01-07,35.09979248046875
61,2020-01-08,33.89892578125
61,2020-01-09,39.1998291015625
61,2020-01-10,39.898681640625
61,2020-01-11,39.79949951171875
61,2020-01-12,40.4998779296875
61,2020-01-13,38.79852294921875
61,2020-01-14,36.5997314453125
61,2020-01-15,38.89923095703125
61,2020-01-16,37.799072265625
61,2020-01-17,38.09967041015625
61,2020-01-18,38.49945068359375
61,2020-01-19,41.89910888671875
61,2020-01-20,40.29998779296875
61,2020-01-21,39.69879150390625
61,2020-01-22,37.8997802734375
61,2020-01-23,36.79962158203125
61,2020-01-24,35.5987548828125
61,2020-01-25,37.799072265625
61,2020-01-26,31.59942626953125
61,2020-01-27,31.59942626953125
61,2020-01-28,32.49969482421875
61,2020-01-29,36.99951171875
61,2020-01-30,36.199951171875
67,2020-01-01,26.3
67,2020-01-02,26.3
67,2020-01-03,26.9
67,2020-01-04,26.0
67,2020-01-05,26.6
67,2020-01-06,28.4
67,2020-01-07,25.7
67,2020-01-08,25.3
67,2020-01-09,26.0
67,2020-01-10,28.0
67,2020-01-11,25.8
67,2020-01-12,29.4
67,2020-01-13,27.0
67,2020-01-14,26.5
67,2020-01-15,26.8
67,2020-01-16,27.0
67,2020-01-17,28.0
67,2020-01-18,29.4
67,2020-01-19,29.0
67,2020-01-20,28.6
67,2020-01-21,28.6
67,2020-01-22,28.2
67,2020-01-23,26.2
67,2020-01-24,26.0
67,2020-01-25,26.7
67,2020-01-26,25.1
67,2020-01-27,25.1
67,2020-01-28,24.6
67,2020-01-29,27.8
67,2020-01-30,26.9
67,2020-01-31,28.2
70,2020-01-19,27.6
70,2020-01-20,23.7
72,2020-01-01,43.8
72,2020-01-02,35.9
72,2020-01-03,39.2
72,2020-01-04,40.1
72,2020-01-05,43.7
72,2020-01-06,38.2
72,2020-01-07,29.4
72,2020-01-08,23.4
72,2020-01-09,24.3
72,2020-01-10,42.4
72,2020-01-11,48.5
72,2020-01-12,46.7
72,2020-01-13,25.7
72,2020-01-14,34.9
72,2020-01-15,36.9
72,2020-01-16,36.6
72,2020-01-17,39.7
72,2020-01-18,40.7
72,2020-01-19,41.5
72,2020-01-20,40.3
72,2020-01-21,41.5
72,2020-01-22,39.8
72,2020-01-23,31.0
72,2020-01-24,26.7
72,2020-01-25,26.1
72,2020-01-26,25.9
72,2020-01-27,30.5
72,2020-01-28,29.8
72,2020-01-29,32.1
72,2020-01-30,36.4
72,2020-01-31,43.2
7,2021-01-14,24.9
7,2021-01-15,27.9
7,2021-01-16,31.2
7,2021-01-17,29.5
7,2021-01-18,26.3
7,2021-01-19,28.7
7,2021-01-20,29.6
7,2021-01-21,31.2
7,2021-01-22,24.8
7,2021-01-23,24.7
7,2021-01-24,29.4
7,2021-01-25,25.2
7,2021-01-26,24.1
18,2021-01-01,24.7
18,2021-01-02,24.6
18,2021-01-03,25.1
18,2021-01-04,26.3
18,2021-01-05,26.6
18,2021-01-06,27.2
18,2021-01-07,27.1
18,2021-01-08,27.6
18,2021-01-09,25.8
18,2021-01-10,24.0
18,2021-01-11,25.2
18,2021-01-12,25.3
18,2021-01-13,25.8
18,2021-01-14,26.8
18,2021-01-15,26.9
18,2021-01-16,27.0
18,2021-01-17,28.0
18,2021-01-18,28.1
18,2021-01-19,28.7
18,2021-01-20,28.9
18,2021-01-21,27.5
18,2021-01-22,26.8
18,2021-01-23,27.3
18,2021-01-24,27.5
18,2021-01-25,27.0
18,2021-01-26,21.5
33,2021-01-02,23.3
33,2021-01-03,24.6
33,2021-01-04,25.2
33,2021-01-05,24.7
33,2021-01-06,25.4
33,2021-01-07,25.9
33,2021-01-08,25.9
33,2021-01-09,24.6
33,2021-01-10,20.4
33,2021-01-11,23.1
33,2021-01-12,22.4
33,2021-01-13,23.2
33,2021-01-14,24.3
33,2021-01-15,24.9
33,2021-01-16,25.5
33,2021-01-17,26.3
33,2021-01-18,25.9
33,2021-01-19,23.0
33,2021-01-20,26.3
33,2021-01-21,24.4
33,2021-01-22,23.9
33,2021-01-23,23.2
33,2021-01-24,24.3
33,2021-01-25,23.6
33,2021-01-26,23.4
33,2021-01-27,25.2
33,2021-01-28,25.4
33,2021-01-29,26.0
33,2021-01-30,25.4
33,2021-01-31,25.3
59,2021-01-01,25.2
59,2021-01-02,21.5
59,2021-01-03,26.5
59,2021-01-04,19.4
59,2021-01-05,26.4
59,2021-01-06,27.0
59,2021-01-07,19.7
59,2021-01-19,24.9
59,2021-01-20,20.5
59,2021-01-23,25.5
76,2021-01-14,26.7
77,2021-01-01,24.1
77,2021-01-02,26.0
77,2021-01-03,27.1
77,2021-01-04,27.6
77,2021-01-05,26.8
77,2021-01-06,27.9
77,2021-01-07,28.0
77,2021-01-08,28.2
77,2021-01-09,25.1
77,2021-01-10,20.9
77,2021-01-11,24.7
77,2021-01-12,23.9
77,2021-01-13,26.4
77,2021-01-14,26.7
77,2021-01-15,27.6
77,2021-01-16,28.1
77,2021-01-17,28.7
77,2021-01-18,28.6
77,2021-01-19,27.4
77,2021-01-20,27.8
77,2021-01-21,26.8
77,2021-01-22,25.3
77,2021-01-23,24.6
77,2021-01-24,26.4
77,2021-01-25,25.6
77,2021-01-26,26.6
77,2021-01-27,26.8
77,2021-01-28,27.0
77,2021-01-29,27.2
77,2021-01-30,26.7
77,2021-01-31,25.3
18,2022-01-04,24.3
18,2022-01-05,26.3
18,2022-01-06,26.4
18,2022-01-07,26.7
18,2022-01-08,26.2
18,2022-01-09,25.8
18,2022-01-10,27.1
18,2022-01-11,25.9
18,2022-01-14,24.4
18,2022-01-15,26.8
18,2022-01-16,26.8
18,2022-01-17,26.9
18,2022-01-18,25.9
18,2022-01-19,26.8
18,2022-01-20,27.2
18,2022-01-21,26.0
18,2022-01-22,26.6
18,2022-01-23,26.5
18,2022-01-24,27.2
18,2022-01-25,27.2
18,2022-01-26,27.7
18,2022-01-27,28.2
18,2022-01-28,28.7
18,2022-01-29,28.4
18,2022-01-30,27.9
18,2022-01-31,27.6
33,2022-01-01,25.0
33,2022-01-02,24.6
33,2022-01-03,23.8
33,2022-01-04,26.0
33,2022-01-05,24.5
33,2022-01-06,24.1
33,2022-01-07,24.6
33,2022-01-08,24.2
33,2022-01-09,23.9
33,2022-01-10,25.2
33,2022-01-11,23.3
33,2022-01-12,23.4
33,2022-01-13,24.9
33,2022-01-14,26.3
33,2022-01-15,23.3
33,2022-01-16,26.3
33,2022-01-17,21.9
33,2022-01-18,24.6
33,2022-01-19,24.3
33,2022-01-20,26.1
33,2022-01-21,23.6
33,2022-01-22,25.3
33,2022-01-23,25.0
33,2022-01-24,25.3
33,2022-01-25,25.0
33,2022-01-26,24.5
33,2022-01-27,24.9
33,2022-01-28,27.0
33,2022-01-29,25.5
33,2022-01-30,25.5
33,2022-01-31,25.6
35,2022-01-01,29.7
35,2022-01-02,28.7
35,2022-01-03,27.7
35,2022-01-04,28.5
35,2022-01-05,28.1
35,2022-01-06,27.1
35,2022-01-07,28.3
35,2022-01-08,27.2
35,2022-01-09,27.7
35,2022-01-10,28.8
35,2022-01-11,26.4
35,2022-01-12,27.3
35,2022-01-13,28.4
35,2022-01-14,30.3
35,2022-01-15,29.0
35,2022-01-16,29.4
35,2022-01-17,26.0
35,2022-01-18,26.4
35,2022-01-19,26.7
35,2022-01-20,28.8
35,2022-01-21,25.3
35,2022-01-22,27.4
35,2022-01-23,27.3
35,2022-01-24,28.0
35,2022-01-25,28.0
35,2022-01-26,28.5
35,2022-01-27,29.2
35,2022-01-28,30.3
35,2022-01-29,29.7
35,2022-01-30,29.2
35,2022-01-31,30.4
37,2022-01-01,27.0
37,2022-01-02,28.0
37,2022-01-03,28.0
37,2022-01-04,28.0
37,2022-01-05,28.0
37,2022-01-06,28.0
37,2022-01-07,28.0
37,2022-01-08,28.0
37,2022-01-09,28.0
37,2022-01-10,28.0
37,2022-01-11,27.0
37,2022-01-12,28.0
37,2022-01-13,28.0
37,2022-01-14,28.0
37,2022-01-15,25.0
37,2022-01-16,28.0
37,2022-01-17,25.0
37,2022-01-18,25.0
37,2022-01-19,25.0
37,2022-01-20,27.0
37,2022-01-21,26.0
37,2022-01-22,26.0
37,2022-01-23,65535.0
37,2022-01-24,26.0
37,2022-01-25,28.0
37,2022-01-26,28.0
37,2022-01-27,28.0
37,2022-01-28,28.0
37,2022-01-29,29.0
37,2022-01-30,29.0
37,2022-01-31,27.0
7,2023-01-01,26.0
7,2023-01-02,25.0
7,2023-01-03,25.0
7,2023-01-04,24.0
7,2023-01-05,24.0
7,2023-01-06,26.0
7,2023-01-07,27.0
7,2023-01-08,27.0
7,2023-01-09,27.0
7,2023-01-10,27.0
7,2023-01-11,27.0
7,2023-01-12,27.0
7,2023-01-13,27.0
